3962	14	3927	1926-##-##	1929-##-##
10188	22	5584	2010-##-##	2014-##-##
5837	17	5839	1992-##-##	1992-##-##
6350	17	5939	1986-##-##	1986-##-##
3092	14	4384	1946-##-##	1950-##-##
11046	22	5590	2004-##-##	2015-##-##
11602	22	11276	2014-##-##	2014-##-##
11844	22	9710	2013-##-##	####-##-##
10290	22	10054	2014-##-##	2015-##-##
2622	17	4313	1961-##-##	1961-##-##
6663	20	6667	2007-##-##	2007-##-##
4678	14	4044	1844-##-##	1845-##-##
11036	22	10530	2009-##-##	2009-##-##
11899	22	11317	1996-##-##	1996-##-##
1650	1	123	1871-##-##	####-##-##
3135	14	4175	1961-##-##	1963-##-##
964	1	159	1968-##-##	####-##-##
4945	14	4946	1966-##-##	1971-##-##
9101	20	6386	2011-##-##	2011-##-##
12451	22	10229	1997-##-##	1997-##-##
5500	22	9766	1993-##-##	1994-##-##
1745	17	6277	2012-##-##	2012-##-##
11212	22	10427	2004-##-##	2006-##-##
10232	22	10233	2001-##-##	2002-##-##
9922	22	9729	1993-##-##	1994-##-##
11829	22	10195	2007-##-##	2008-##-##
9427	20	6780	1921-##-##	1921-##-##
4036	14	3431	1988-##-##	1993-##-##
12083	22	9712	1992-##-##	1996-##-##
8126	20	6826	1966-##-##	1966-##-##
8715	20	7301	1990-##-##	1990-##-##
12030	22	10614	2014-##-##	2014-##-##
2115	6	115	1922-##-##	####-##-##
2026	6	2029	1569-##-##	1795-##-##
6567	22	10279	1966-##-##	1969-##-##
11509	22	9698	2006-##-##	2007-##-##
10937	22	10257	2011-##-##	2011-##-##
2308	20	7925	2005-##-##	2005-##-##
10071	22	9946	2013-##-##	####-##-##
4432	14	3481	2009-##-##	2012-##-##
191	6	30	1721-##-##	####-##-##
3080	14	3450	1987-##-##	1990-##-##
2815	17	8422	1943-##-##	1943-##-##
7422	20	7423	1985-##-##	1985-##-##
4397	14	4399	1994-##-##	1996-##-##
11923	22	9990	1996-##-##	1997-##-##
7956	17	6606	2016-##-##	2016-##-##
9427	20	6780	1916-##-##	1916-##-##
11558	22	10658	2012-##-##	2015-##-##
3135	17	6012	1994-##-##	1994-##-##
12417	22	11236	2011-##-##	2011-##-##
7906	17	7913	2000-##-##	2000-##-##
10936	22	10092	2014-##-##	2015-##-##
3225	20	6780	1951-##-##	1951-##-##
9371	20	5762	1912-##-##	1912-##-##
8180	20	6162	1997-##-##	1997-##-##
12204	22	10168	2012-##-##	2012-##-##
8144	22	10092	2004-##-##	2007-##-##
10913	22	5590	2010-##-##	####-##-##
10766	22	9978	1995-##-##	1996-##-##
4277	17	6417	1990-##-##	1990-##-##
8162	17	6150	1986-##-##	1986-##-##
7687	23	12511	####-##-##	1913-##-##
12327	22	9941	2006-##-##	####-##-##
11244	22	10303	2003-##-##	2006-##-##
12400	22	10153	2008-##-##	2009-##-##
11867	22	9663	2005-##-##	2010-##-##
4636	14	3835	1925-##-##	1929-##-##
881	1	865	####-##-##	2014-##-##
1188	1	953	1790-##-##	1871-##-##
12096	22	10823	1996-##-##	2001-##-##
11199	22	10081	2006-##-##	2006-##-##
11760	22	11536	2012-##-##	2014-##-##
947	1	163	1824-##-##	1968-##-##
4885	14	3690	1839-##-##	1840-##-##
5504	20	5902	2007-##-##	2007-##-##
44	1	550	1918-##-##	1919-##-##
3352	21	9473	1990-##-##	2005-##-##
3381	13	3255	1983-##-##	####-##-##
11267	22	10756	2008-##-##	2012-##-##
8270	20	6671	1986-##-##	1986-##-##
7085	17	7077	1995-##-##	1995-##-##
12239	22	9727	1994-##-##	1997-##-##
11231	22	10257	2004-##-##	2004-##-##
9883	22	9885	2012-##-##	2012-##-##
12219	22	10804	1994-##-##	1994-##-##
11513	22	9595	1991-##-##	1991-##-##
100	6	28	1917-##-##	1922-##-##
10798	22	9547	2006-##-##	2006-##-##
5410	16	5417	2008-##-##	2008-##-##
8955	17	6357	1973-##-##	1973-##-##
3166	17	5947	1980-##-##	1980-##-##
12175	22	10153	2010-##-##	2011-##-##
8674	20	6626	2004-##-##	2004-##-##
12386	22	9633	1951-##-##	1952-##-##
11000	22	9858	2010-##-##	2015-##-##
872	1	865	####-##-##	2014-##-##
11991	22	10591	2004-##-##	2005-##-##
5572	16	5573	1976-##-##	1976-##-##
10213	22	9974	2004-##-##	2007-##-##
7890	20	6675	2002-##-##	2002-##-##
7550	20	7074	1993-##-##	1993-##-##
1645	1	125	1790-##-##	1871-##-##
2183	7	2198	1857-##-##	1859-##-##
3812	14	4207	1976-##-##	2001-##-##
10659	22	10426	1970-##-##	1972-##-##
3205	17	5890	2013-##-##	2013-##-##
6992	17	5844	1953-##-##	1953-##-##
11804	22	9575	2012-##-##	2013-##-##
3812	14	3431	1978-##-##	1978-##-##
8666	17	5959	1968-##-##	1968-##-##
11566	22	10316	2014-##-##	####-##-##
7667	17	6058	2012-##-##	2012-##-##
12249	22	9700	2000-##-##	2004-##-##
11077	22	9994	2012-##-##	2014-##-##
10508	22	9789	1995-##-##	1995-##-##
10017	22	9970	2007-##-##	2007-##-##
1042	18	568	1871-##-##	####-##-##
11171	22	10285	2002-##-##	2003-##-##
10766	22	9990	1997-##-##	1998-##-##
9113	20	9182	1999-##-##	1999-##-##
4302	14	3495	1979-##-##	2009-##-##
3655	14	3656	2005-##-##	2010-##-##
10423	22	9547	2007-##-##	2011-##-##
8679	17	6603	2001-##-##	2001-##-##
5720	17	7839	2001-##-##	2001-##-##
7403	17	6005	1828-##-##	1828-##-##
11892	22	10467	2004-##-##	2004-##-##
11430	22	10265	2009-##-##	2009-##-##
10830	22	10143	2000-##-##	2008-##-##
7906	17	7917	2008-##-##	2008-##-##
11074	22	9608	2007-##-##	2010-##-##
10701	22	9659	2002-##-##	2004-##-##
6986	17	6987	1938-##-##	1938-##-##
11456	22	9741	2009-##-##	2010-##-##
8065	20	6257	1994-##-##	1994-##-##
7772	20	7778	2004-##-##	2004-##-##
8361	17	6213	2006-##-##	2006-##-##
3367	13	3247	1978-##-##	####-##-##
4877	14	4878	1994-##-##	2004-##-##
12371	22	2157	2002-##-##	2004-##-##
10071	22	10008	2014-##-##	2014-##-##
387	1	327	1802-##-##	1838-##-##
11120	22	10115	2006-##-##	2008-##-##
1648	1	123	1871-##-##	####-##-##
10653	22	5478	1999-##-##	2001-##-##
4904	14	4893	2000-##-##	2001-##-##
4659	14	3793	1859-##-##	1865-##-##
1181	1	953	1790-##-##	1871-##-##
9508	21	9434	1994-##-##	1994-##-##
11973	22	9815	1993-##-##	1994-##-##
11462	22	10153	2008-##-##	2008-##-##
2368	8	2367	2004-##-##	####-##-##
488	18	1482	1851-##-##	1924-##-##
3536	14	3437	1983-##-##	2001-##-##
5714	17	6985	1983-##-##	1983-##-##
10679	22	9595	1988-##-##	1989-##-##
9764	22	9765	2007-##-##	2007-##-##
2960	17	5859	2010-##-##	2010-##-##
1354	1	125	1790-##-##	1871-##-##
12358	22	10284	2011-##-##	2012-##-##
10507	22	9788	2007-##-##	2007-##-##
3215	12	2048	1978-##-##	1980-##-##
12300	22	10136	1933-##-##	1934-##-##
3584	14	3585	1994-##-##	1997-##-##
4864	14	3702	2008-##-##	2008-##-##
10443	22	9592	2002-##-##	2005-##-##
2886	14	4272	1949-##-##	1954-##-##
3900	14	3901	1939-##-##	1939-##-##
12008	22	9555	2010-##-##	2010-##-##
8869	17	6156	1989-##-##	1989-##-##
579	15	4987	1973-##-##	####-##-##
7634	17	6795	1986-##-##	1986-##-##
2910	17	5836	1997-##-##	1997-##-##
5760	20	9175	2005-##-##	2005-##-##
7294	17	7295	1955-##-##	1955-##-##
12319	22	9623	2006-##-##	2008-##-##
11807	22	10227	1998-##-##	2000-##-##
11498	22	9575	1998-##-##	2001-##-##
10555	22	9727	2010-##-##	2010-##-##
8428	20	7092	1956-##-##	1956-##-##
4665	14	3423	1995-##-##	1999-##-##
4325	14	3466	1948-##-##	1951-##-##
7864	17	6265	1985-##-##	1985-##-##
1152	1	953	1920-##-##	####-##-##
11787	22	10567	1998-##-##	1999-##-##
8126	20	6826	1980-##-##	1980-##-##
7547	20	6674	1988-##-##	1988-##-##
5786	17	5774	2000-##-##	2000-##-##
6929	17	6930	1925-##-##	1925-##-##
2530	14	3712	1917-##-##	1920-##-##
11963	22	10615	2012-##-##	2013-##-##
8143	17	5817	1922-##-##	1922-##-##
7312	20	9252	2009-##-##	2009-##-##
11499	22	10111	1979-##-##	1981-##-##
12365	22	11315	2007-##-##	2008-##-##
5370	16	5391	2002-##-##	2002-##-##
11847	22	11442	2012-##-##	2012-##-##
12025	22	9554	2012-##-##	2013-##-##
340	6	171	1933-##-##	1937-##-##
3562	14	3458	2001-##-##	2005-##-##
1159	1	953	1790-##-##	1871-##-##
2776	15	4969	1960-##-##	####-##-##
12372	22	10163	2012-##-##	2014-##-##
12245	22	10808	2009-##-##	2010-##-##
8162	17	6152	2000-##-##	2000-##-##
11022	22	9558	1987-##-##	1988-##-##
12458	22	9669	1996-##-##	1998-##-##
1823	3	1776	####-##-##	2007-##-##
6968	20	6547	1974-##-##	1974-##-##
3502	14	3441	959-##-##	988-##-##
3092	11	3100	1945-##-##	1948-##-##
3997	14	3456	2010-##-##	2015-##-##
11453	22	10759	2014-##-##	####-##-##
2701	17	6596	1993-##-##	1993-##-##
1664	1	125	1920-##-##	####-##-##
8023	17	7558	1988-##-##	1988-##-##
6773	20	6774	2011-##-##	2011-##-##
10905	22	10673	2010-##-##	2010-##-##
12165	22	10299	2003-##-##	2007-##-##
12271	22	9548	2007-##-##	2008-##-##
8258	17	8265	1999-##-##	1999-##-##
4904	14	4893	1999-##-##	2000-##-##
1071	1	1072	####-##-##	1932-##-##
11371	22	9567	1988-##-##	1989-##-##
12226	22	9781	1992-##-##	2001-##-##
6291	20	7092	1926-##-##	1926-##-##
3833	14	3762	1851-##-##	1854-##-##
2410	17	6156	1981-##-##	1981-##-##
11505	22	11334	1987-##-##	1989-##-##
9089	17	6273	1990-##-##	1990-##-##
7660	20	7661	2011-##-##	2011-##-##
2985	14	4055	1996-##-##	1999-##-##
11797	22	9693	1997-##-##	2001-##-##
3815	14	3779	1857-##-##	1865-##-##
2217	7	2219	1940-##-##	1944-##-##
11176	22	9834	2016-##-##	####-##-##
5993	17	5994	1849-##-##	1849-##-##
11597	22	11295	1982-##-##	1987-##-##
6137	17	7007	2011-##-##	2011-##-##
12026	22	10161	1988-##-##	1990-##-##
11312	22	10243	2015-##-##	2015-##-##
2804	9	2509	1968-##-##	1974-##-##
8446	17	7278	1998-##-##	1998-##-##
11086	22	9735	2016-##-##	####-##-##
10903	22	9825	2004-##-##	2007-##-##
12196	22	10392	2005-##-##	2008-##-##
10999	22	9681	2000-##-##	2001-##-##
11839	22	10118	2012-##-##	2015-##-##
1781	3	1778	2007-##-##	####-##-##
7693	17	7268	2015-##-##	2015-##-##
8494	17	6376	1975-##-##	1975-##-##
2428	20	6468	1996-##-##	1996-##-##
3178	17	5948	1920-##-##	1920-##-##
10484	22	9592	1986-##-##	2007-##-##
4815	14	3437	1997-##-##	2015-##-##
3050	10	2924	1875-##-##	1911-##-##
11087	22	9854	1987-##-##	1987-##-##
11144	22	10201	2004-##-##	2005-##-##
5036	15	5037	####-##-##	2015-##-##
10232	22	9759	2004-##-##	2008-##-##
2741	9	2476	1870-##-##	####-##-##
12211	22	10571	2009-##-##	2009-##-##
5297	15	4973	####-##-##	2016-##-##
7285	17	7286	1979-##-##	1979-##-##
11576	22	10826	2014-##-##	####-##-##
12022	22	10201	1993-##-##	1993-##-##
12241	22	10185	2014-##-##	####-##-##
1067	1	159	1968-##-##	####-##-##
6129	23	12508	####-##-##	2003-##-##
523	1	524	2015-##-##	####-##-##
11203	22	10427	2002-##-##	2004-##-##
4419	14	4420	1962-##-##	1972-##-##
11701	22	10563	2003-##-##	2004-##-##
12270	22	11106	2005-##-##	2005-##-##
3332	13	3252	1990-##-##	####-##-##
10372	22	10373	2010-##-##	2011-##-##
11585	22	11586	2013-##-##	2014-##-##
10799	22	10801	2015-##-##	2015-##-##
11002	22	9986	2009-##-##	2012-##-##
8424	17	7111	1993-##-##	1993-##-##
4876	14	3455	2015-##-##	2017-##-##
2664	9	2494	1981-##-##	####-##-##
8904	20	6763	2007-##-##	2007-##-##
4623	14	3463	1993-##-##	1994-##-##
355	1	223	2015-##-##	####-##-##
8715	17	6488	1990-##-##	1990-##-##
8512	20	8089	2003-##-##	2003-##-##
3954	14	3585	1954-##-##	1957-##-##
10780	22	10450	2000-##-##	2001-##-##
10459	22	9586	1997-##-##	1998-##-##
1196	1	953	1790-##-##	1871-##-##
1863	23	2940	1887-##-##	1888-##-##
11690	22	9624	2011-##-##	2014-##-##
11734	22	9794	1999-##-##	2000-##-##
12048	22	9783	2012-##-##	2012-##-##
3203	17	6712	2004-##-##	2004-##-##
10182	22	9933	2000-##-##	2003-##-##
4431	14	4430	1975-##-##	1975-##-##
486	15	4983	####-##-##	2014-##-##
8701	17	6028	1962-##-##	1962-##-##
456	1	125	1920-##-##	####-##-##
5441	20	6280	2005-##-##	2005-##-##
8481	20	8483	2009-##-##	2009-##-##
5760	20	6744	2006-##-##	2006-##-##
10844	22	10349	2002-##-##	2002-##-##
3603	14	3605	1993-##-##	1997-##-##
2117	6	1085	1993-##-##	####-##-##
4370	14	3710	1513-##-##	####-##-##
921	6	46	1919-##-##	1922-##-##
3382	13	3245	1983-##-##	####-##-##
1470	1	599	2015-##-##	####-##-##
3330	13	3252	1964-##-##	####-##-##
1254	1	1210	1871-##-##	1920-##-##
7310	20	5983	2007-##-##	2007-##-##
6053	17	8096	1991-##-##	1991-##-##
11953	22	9725	2008-##-##	2008-##-##
11735	22	9575	2011-##-##	2012-##-##
6796	17	6202	2006-##-##	2006-##-##
12035	22	10077	2003-##-##	2006-##-##
2973	17	6700	1979-##-##	1979-##-##
11584	22	10763	2012-##-##	2012-##-##
7647	17	7649	1990-##-##	1990-##-##
7547	17	6670	1985-##-##	1985-##-##
9021	17	5941	2007-##-##	2007-##-##
8562	20	6722	2011-##-##	2011-##-##
11984	22	10278	1996-##-##	1996-##-##
628	1	241	1968-##-##	####-##-##
11818	22	9623	2008-##-##	2009-##-##
11499	22	9569	1978-##-##	1980-##-##
3370	13	3247	1971-##-##	####-##-##
10603	22	10047	1984-##-##	1987-##-##
12228	22	12229	1987-##-##	1987-##-##
7964	20	7830	2005-##-##	2005-##-##
12256	22	9553	2009-##-##	2009-##-##
680	18	9133	####-##-##	1967-##-##
5667	20	6306	1970-##-##	1970-##-##
2424	20	7301	1986-##-##	1986-##-##
8777	20	6497	2010-##-##	2010-##-##
7102	17	7103	2002-##-##	2002-##-##
11862	22	9896	2008-##-##	2012-##-##
11502	22	10052	2004-##-##	2005-##-##
11099	22	9586	2004-##-##	2004-##-##
1810	3	1778	2007-##-##	####-##-##
11451	22	10925	2015-##-##	####-##-##
4623	14	3457	2005-##-##	2010-##-##
8583	17	5872	1902-##-##	1902-##-##
1326	1	1210	1871-##-##	1920-##-##
6975	17	6357	1993-##-##	1993-##-##
1473	1	1474	1975-##-##	1996-##-##
11182	22	10302	2011-##-##	2012-##-##
11409	22	10350	2007-##-##	2007-##-##
2822	20	6706	1904-##-##	1904-##-##
1779	3	1776	####-##-##	2007-##-##
8258	20	8264	1995-##-##	1995-##-##
4575	15	5139	1942-##-##	1944-##-##
4567	14	3910	1188-##-##	1198-##-##
11333	22	10810	1999-##-##	2000-##-##
8750	20	6668	2013-##-##	2013-##-##
9089	17	6272	1953-##-##	1953-##-##
11726	22	10523	2003-##-##	2004-##-##
11305	22	10043	1998-##-##	1999-##-##
7329	20	7330	1969-##-##	1969-##-##
2973	10	2924	1970-##-##	1978-##-##
11138	22	9934	2007-##-##	2008-##-##
11954	22	10394	2008-##-##	2009-##-##
8751	17	7301	1994-##-##	1994-##-##
7789	17	5950	1945-##-##	1945-##-##
4275	14	4276	1934-##-##	1936-##-##
8209	20	6780	1907-##-##	1907-##-##
2768	12	2155	1990-##-##	####-##-##
12405	22	10709	2009-##-##	2010-##-##
4514	14	4128	1987-##-##	1991-##-##
11873	22	10037	2007-##-##	2009-##-##
8825	17	5817	1920-##-##	1920-##-##
1075	1	1077	2015-##-##	####-##-##
1120	1	617	####-##-##	2016-##-##
1893	17	6068	2001-##-##	2001-##-##
11900	22	10782	2016-##-##	####-##-##
11900	22	11091	2006-##-##	2007-##-##
585	1	586	1944-##-##	####-##-##
12470	22	10528	1995-##-##	1996-##-##
11566	22	10315	2012-##-##	2013-##-##
4619	14	3552	1998-##-##	2003-##-##
8611	17	8613	1992-##-##	1992-##-##
2253	8	2254	1925-##-##	1930-##-##
11420	22	11142	2005-##-##	2005-##-##
7964	17	6471	2005-##-##	2005-##-##
11570	22	10201	1993-##-##	1993-##-##
786	15	5088	1871-##-##	2008-##-##
11221	22	11157	2014-##-##	####-##-##
7573	20	6706	1928-##-##	1928-##-##
3235	17	5867	2007-##-##	2007-##-##
6053	20	8097	1991-##-##	1991-##-##
12084	22	9569	1998-##-##	2003-##-##
12210	22	9912	2007-##-##	2007-##-##
12268	22	10334	2008-##-##	2011-##-##
11246	22	9646	2003-##-##	2004-##-##
12314	22	10524	2000-##-##	2001-##-##
11758	22	10804	1993-##-##	1993-##-##
9390	23	12511	####-##-##	1961-##-##
12326	22	10979	2004-##-##	2006-##-##
12453	22	5472	2011-##-##	2012-##-##
6964	20	6801	2008-##-##	2008-##-##
12019	22	10735	2006-##-##	2006-##-##
11409	22	9787	2004-##-##	2005-##-##
1310	1	129	1920-##-##	####-##-##
11614	22	10482	2002-##-##	2004-##-##
2119	6	2045	1708-##-##	1797-##-##
8446	20	5453	1998-##-##	1998-##-##
11364	22	10778	2001-##-##	2001-##-##
6936	20	6867	2003-##-##	2003-##-##
11717	22	11029	2000-##-##	2001-##-##
11820	22	10077	2013-##-##	2017-##-##
7206	17	7142	1930-##-##	1930-##-##
10899	22	10123	2009-##-##	2010-##-##
3376	13	3269	1977-##-##	2014-##-##
6796	20	6801	2007-##-##	2007-##-##
11672	22	9625	2010-##-##	2011-##-##
2726	20	6012	1931-##-##	1931-##-##
10821	22	9817	2002-##-##	2004-##-##
11459	22	9776	2013-##-##	2013-##-##
448	1	449	1950-##-##	1956-##-##
2622	9	2482	1934-##-##	1945-##-##
8820	20	8508	2006-##-##	2006-##-##
1295	1	129	1790-##-##	1871-##-##
12108	22	11556	1996-##-##	1997-##-##
4121	14	4123	1974-##-##	1975-##-##
5769	17	6026	1996-##-##	1996-##-##
10903	22	10904	2015-##-##	####-##-##
10577	22	9554	2012-##-##	2012-##-##
2026	6	2027	1944-##-##	####-##-##
11010	22	10210	2004-##-##	2005-##-##
8258	20	9200	1999-##-##	1999-##-##
11348	22	9791	2015-##-##	####-##-##
10682	22	9731	2004-##-##	2005-##-##
9061	17	7561	2007-##-##	2007-##-##
8863	17	5818	1819-##-##	####-##-##
4802	14	3457	2005-##-##	2010-##-##
7889	17	7244	2000-##-##	2000-##-##
11634	22	9708	1988-##-##	1994-##-##
5840	20	7513	2000-##-##	2000-##-##
9295	20	6012	1910-##-##	1910-##-##
5665	16	5668	1968-##-##	1968-##-##
2771	20	8769	2011-##-##	2011-##-##
40	6	1439	1815-##-##	####-##-##
3727	14	3728	1953-##-##	1957-##-##
7138	17	7140	1981-##-##	1981-##-##
10837	22	10838	2000-##-##	2000-##-##
1246	1	1210	1871-##-##	1920-##-##
12418	22	9858	1987-##-##	1993-##-##
2822	14	3475	1907-##-##	1934-##-##
2543	17	7468	1994-##-##	1994-##-##
12404	22	11530	2007-##-##	2008-##-##
439	1	1560	1403-##-##	1493-##-##
12453	22	5649	2004-##-##	2006-##-##
4586	14	4587	1903-##-##	1925-##-##
3892	14	3893	1872-##-##	1873-##-##
5360	15	4971	2017-##-##	####-##-##
842	1	681	2015-##-##	####-##-##
3121	14	3450	2005-##-##	2009-##-##
10710	22	10303	1991-##-##	2003-##-##
11773	22	9791	2010-##-##	2012-##-##
1873	4	1862	1979-##-##	1979-##-##
8062	17	5835	1990-##-##	1990-##-##
11859	22	10033	2000-##-##	2000-##-##
2783	9	2491	1963-##-##	####-##-##
5729	16	5731	2007-##-##	2007-##-##
5280	15	4973	####-##-##	2015-##-##
10508	22	9918	2007-##-##	2007-##-##
10860	22	10193	2008-##-##	2010-##-##
8407	17	6727	1999-##-##	1999-##-##
8950	17	6623	1889-##-##	1889-##-##
11791	22	10408	2006-##-##	2007-##-##
11506	22	9700	2002-##-##	2004-##-##
9258	20	7092	1923-##-##	1923-##-##
7851	17	5999	2012-##-##	2012-##-##
6255	20	7119	1989-##-##	1989-##-##
2719	10	3014	1920-##-##	1939-##-##
5410	16	2973	1983-##-##	1983-##-##
1852	4	1833	2001-##-##	2001-##-##
8763	20	6853	2013-##-##	2013-##-##
2092	6	170	1990-##-##	####-##-##
2183	7	2196	1909-##-##	1910-##-##
12046	22	9950	2015-##-##	2016-##-##
11804	22	9575	2014-##-##	2015-##-##
8053	17	6935	1970-##-##	1970-##-##
1710	2	1672	1987-##-##	####-##-##
12313	22	10183	1987-##-##	1989-##-##
4938	14	3458	2001-##-##	2005-##-##
2743	9	2540	1939-##-##	####-##-##
12299	22	11096	2007-##-##	2008-##-##
2320	8	2321	2003-##-##	####-##-##
4577	14	3431	1997-##-##	2002-##-##
11779	22	11142	2002-##-##	2010-##-##
9154	19	9155	1803-##-##	1803-##-##
2918	17	8711	1995-##-##	1995-##-##
9427	20	6780	1919-##-##	1919-##-##
3240	17	6757	2004-##-##	2004-##-##
11552	22	10286	2007-##-##	2007-##-##
7269	20	7092	1952-##-##	1952-##-##
11163	22	9580	2007-##-##	2010-##-##
7320	20	7941	1995-##-##	1995-##-##
12153	22	10355	2006-##-##	2007-##-##
5430	17	5420	2010-##-##	2010-##-##
11340	22	10133	2008-##-##	2011-##-##
10501	22	9660	2014-##-##	####-##-##
4315	17	7241	1954-##-##	1954-##-##
4008	14	4009	1444-##-##	1446-##-##
6849	20	6469	1979-##-##	1979-##-##
957	1	125	1920-##-##	####-##-##
878	1	865	####-##-##	2014-##-##
6663	17	6676	2002-##-##	2002-##-##
10712	22	10069	1993-##-##	1993-##-##
3226	12	29	1973-##-##	1979-##-##
316	1	785	1971-##-##	####-##-##
10063	22	10064	1943-##-##	1943-##-##
11208	22	9708	1998-##-##	1998-##-##
1588	1	276	1932-##-##	1937-##-##
32	15	4988	1547-##-##	1721-##-##
1399	1	750	2016-##-##	####-##-##
9028	17	6105	1991-##-##	1991-##-##
12004	22	10553	1997-##-##	2000-##-##
10090	22	10093	2007-##-##	2007-##-##
11320	22	10022	2014-##-##	2014-##-##
2787	9	2491	1960-##-##	####-##-##
8258	20	9199	1999-##-##	1999-##-##
10764	22	5649	2010-##-##	2013-##-##
10958	22	9757	2007-##-##	2009-##-##
11867	22	9586	2000-##-##	2002-##-##
2373	20	5722	1965-##-##	1965-##-##
7855	20	9309	2002-##-##	2002-##-##
12157	22	11486	2014-##-##	2014-##-##
4749	14	3794	1846-##-##	1868-##-##
3008	10	2996	2000-##-##	####-##-##
5050	15	4971	2016-##-##	####-##-##
12368	22	9937	2006-##-##	2007-##-##
4069	14	4030	1992-##-##	1995-##-##
11901	22	10370	2003-##-##	2008-##-##
8359	17	7194	1981-##-##	1981-##-##
11160	22	9687	2015-##-##	2015-##-##
1605	1	1596	####-##-##	2014-##-##
399	6	400	1949-##-##	1990-##-##
3624	14	3625	1964-##-##	1968-##-##
3613	14	3437	1983-##-##	2001-##-##
4250	14	3481	2004-##-##	2010-##-##
11148	22	10401	2010-##-##	2010-##-##
11104	22	10754	1990-##-##	1990-##-##
4299	14	3422	2013-##-##	####-##-##
11605	22	10334	2015-##-##	2017-##-##
7043	20	7044	2008-##-##	2008-##-##
4514	14	4515	1997-##-##	2002-##-##
11069	22	11045	2006-##-##	2008-##-##
2320	20	5645	2003-##-##	2003-##-##
1586	15	4971	2015-##-##	####-##-##
9596	22	9598	2003-##-##	2004-##-##
444	18	478	####-##-##	2004-##-##
4825	14	3458	2004-##-##	2005-##-##
11373	22	10593	1978-##-##	1979-##-##
1906	4	1839	1980-##-##	1980-##-##
2005	5	709	1987-##-##	####-##-##
7003	17	6753	2017-##-##	2017-##-##
4281	14	4156	1901-##-##	1902-##-##
8154	20	7092	1910-##-##	1910-##-##
10410	22	10265	2004-##-##	2008-##-##
5490	17	6743	2000-##-##	2000-##-##
6425	20	6780	1965-##-##	1965-##-##
8293	17	6211	2009-##-##	2009-##-##
7809	17	6198	1999-##-##	1999-##-##
5625	17	5611	2015-##-##	2015-##-##
439	1	440	1708-##-##	1713-##-##
2658	9	2493	2002-##-##	####-##-##
3834	14	3415	1945-##-##	1953-##-##
5548	16	5610	2015-##-##	2015-##-##
12291	22	9720	2007-##-##	2008-##-##
3170	17	7418	1944-##-##	1944-##-##
3889	14	3456	2010-##-##	2015-##-##
12237	22	11781	2004-##-##	2007-##-##
5365	16	5369	2013-##-##	2013-##-##
9542	22	9550	2007-##-##	2011-##-##
8708	17	6120	1972-##-##	1972-##-##
25	0	28	1918-##-##	1991-##-##
10466	22	9744	1962-##-##	1974-##-##
5479	16	5488	1996-##-##	1996-##-##
7089	20	6765	1976-##-##	1976-##-##
11461	22	10721	1993-##-##	1994-##-##
11348	22	9859	2012-##-##	2015-##-##
4517	14	3648	1848-##-##	1852-##-##
6663	20	6679	2000-##-##	2000-##-##
11363	22	9759	2007-##-##	2010-##-##
11124	22	9624	2011-##-##	2012-##-##
2387	8	2388	1942-##-##	1942-##-##
11636	22	9973	2009-##-##	2014-##-##
1488	1	131	####-##-##	2015-##-##
472	1	148	1790-##-##	1968-##-##
2402	17	7132	1986-##-##	1986-##-##
8438	20	6780	1924-##-##	1924-##-##
11054	22	9693	2007-##-##	2007-##-##
2619	17	8252	1999-##-##	1999-##-##
10780	22	10198	2000-##-##	####-##-##
11131	22	9643	2009-##-##	2012-##-##
12393	22	10415	2012-##-##	2013-##-##
133	1	125	1790-##-##	1871-##-##
10432	22	10434	2014-##-##	2015-##-##
8011	20	9326	2004-##-##	2004-##-##
2634	9	2515	1970-##-##	1987-##-##
3662	14	3645	1961-##-##	1974-##-##
3236	23	12520	####-##-##	1949-##-##
9000	17	7191	2009-##-##	2009-##-##
1864	4	1833	1980-##-##	####-##-##
1403	1	1405	1954-##-##	2013-##-##
1347	1	953	1920-##-##	####-##-##
2675	9	2476	1658-##-##	####-##-##
4770	14	3455	2015-##-##	2017-##-##
7372	20	7092	1961-##-##	1961-##-##
6305	17	6307	1975-##-##	1975-##-##
10700	22	5649	2006-##-##	2007-##-##
10854	22	9574	2008-##-##	2010-##-##
5962	20	5963	2014-##-##	2014-##-##
8073	20	5479	1989-##-##	1989-##-##
11468	22	10984	2014-##-##	2014-##-##
10934	22	9602	2007-##-##	2007-##-##
1285	1	129	1920-##-##	####-##-##
5409	17	6028	1994-##-##	1994-##-##
9377	20	5762	1963-##-##	1963-##-##
4348	14	4349	1848-##-##	1856-##-##
10206	22	9732	2003-##-##	2004-##-##
12497	22	10813	1937-##-##	1956-##-##
12158	22	10950	1939-##-##	1944-##-##
4613	14	4132	1816-##-##	1825-##-##
8073	20	6547	1987-##-##	1987-##-##
9406	20	6937	1974-##-##	1974-##-##
